Benchmark,Run,Filename,NumRepairs,RepairLimit,TimeToFirst,Runtime,Timeout,TimedOut,NodesExplored,Effectiveness
addedVarsGyro_Var1,8,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableE2.spectra,1,1,3.098,3.098,600,False,125,0.008
addedVarsGyro_Var1,9,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableE2.spectra,1,1,3.046,3.046,600,False,125,0.008
addedVarsGyro_Var1,10,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableE2.spectra,1,1,3.066,3.066,600,False,125,0.008
addedVarsGyro_Var1,1,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.109,0.109,600,False,5,0.2
addedVarsGyro_Var1,2,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.109,0.109,600,False,5,0.2
addedVarsGyro_Var1,3,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.078,0.078,600,False,5,0.2
addedVarsGyro_Var1,4,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.087,0.087,600,False,5,0.2
addedVarsGyro_Var1,5,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.078,0.078,600,False,5,0.2
addedVarsGyro_Var1,6,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.077,0.077,600,False,5,0.2
addedVarsGyro_Var1,7,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.104,0.105,600,False,5,0.2
addedVarsGyro_Var1,8,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.091,0.091,600,False,5,0.2
addedVarsGyro_Var1,9,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.079,0.079,600,False,5,0.2
addedVarsGyro_Var1,10,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS1.spectra,1,1,0.076,0.076,600,False,5,0.2
addedVarsGyro_Var1,1,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.074,0.074,600,False,5,0.2
addedVarsGyro_Var1,2,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.107,0.107,600,False,5,0.2
addedVarsGyro_Var1,3,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.078,0.078,600,False,5,0.2
addedVarsGyro_Var1,4,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.081,0.081,600,False,5,0.2
addedVarsGyro_Var1,5,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.075,0.075,600,False,5,0.2
addedVarsGyro_Var1,6,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.08,0.081,600,False,5,0.2
addedVarsGyro_Var1,7,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.079,0.079,600,False,5,0.2
addedVarsGyro_Var1,8,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.099,0.099,600,False,5,0.2
addedVarsGyro_Var1,9,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.078,0.078,600,False,5,0.2
addedVarsGyro_Var1,10,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS2.spectra,1,1,0.107,0.107,600,False,5,0.2
addedVarsGyro_Var1,1,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.077,0.077,600,False,5,0.2
addedVarsGyro_Var1,2,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.103,0.103,600,False,5,0.2
addedVarsGyro_Var1,3,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.117,0.117,600,False,5,0.2
addedVarsGyro_Var1,4,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.089,0.089,600,False,5,0.2
addedVarsGyro_Var1,5,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.096,0.096,600,False,5,0.2
addedVarsGyro_Var1,6,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.078,0.078,600,False,5,0.2
addedVarsGyro_Var1,7,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.085,0.085,600,False,5,0.2
addedVarsGyro_Var1,8,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.104,0.105,600,False,5,0.2
addedVarsGyro_Var1,9,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.08,0.08,600,False,5,0.2
addedVarsGyro_Var1,10,inputs-scalability-JVTS/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS3.spectra,1,1,0.077,0.077,600,False,5,0.2
