Benchmark,Run,Filename,NumRepairs,RepairLimit,TimeToFirst,Runtime,Timeout,TimedOut,NodesExplored,DuplicateNodes
addedVarsGyro_Var1,3,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1595556540414691,0.159670575056225,600.0,False,2,0
addedVarsGyro_Var1,4,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1813996429555118,0.1815968330483883,600.0,False,2,0
addedVarsGyro_Var1,5,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1891963470261544,0.1893093949183821,600.0,False,2,0
addedVarsGyro_Var1,6,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1567314921412617,0.156849208055064,600.0,False,2,0
addedVarsGyro_Var1,7,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1539525929838419,0.1541436489205807,600.0,False,2,0
addedVarsGyro_Var1,8,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1550809398759156,0.1552978369873017,600.0,False,2,0
addedVarsGyro_Var1,9,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1805672431364655,0.1807148959487676,600.0,False,2,0
addedVarsGyro_Var1,10,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS4.spectra,1,1,0.1610315518919378,0.1611448209732771,600.0,False,2,0
addedVarsGyro_Var1,1,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.2060209270566702,0.2062380809802562,600.0,False,2,0
addedVarsGyro_Var1,2,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.2201735689304769,0.2203024548944085,600.0,False,2,0
addedVarsGyro_Var1,3,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.3086054169107228,0.308805578853935,600.0,False,3,0
addedVarsGyro_Var1,4,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.1667842559982091,0.1669805559795349,600.0,False,2,0
addedVarsGyro_Var1,5,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.1747235690709203,0.1748402239754796,600.0,False,2,0
addedVarsGyro_Var1,6,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.2494928750675171,0.2496102231089025,600.0,False,3,0
addedVarsGyro_Var1,7,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.3207474751397967,0.3209352949634194,600.0,False,3,0
addedVarsGyro_Var1,8,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.2140881621744483,0.2142006370704621,600.0,False,2,0
addedVarsGyro_Var1,9,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.1546193740796297,0.1547336052171886,600.0,False,2,0
addedVarsGyro_Var1,10,inputs-scalability/addedVarsGyro_Var1/GyroUnrealizable_Var1_710_GyroAspect_unrealizableS5.spectra,1,1,0.2828571628779173,0.2830611949320882,600.0,False,3,0
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.1471040949691087,0.1472480280790478,600.0,False,2,0
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.1480009939987212,0.1481282480526715,600.0,False,2,0
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.2392066840548068,0.2394054948817938,600.0,False,3,0
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.1541248760186135,0.1543376911431551,600.0,False,2,0
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.2632852068636566,0.2634744949173182,600.0,False,3,0
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.2763906389009207,0.2765850990545004,600.0,False,3,0
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.2634832100011408,0.2636711760424077,600.0,False,3,0
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.1443374960217625,0.1444859430193901,600.0,False,2,0
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.1371623089071363,0.1372951620724052,600.0,False,2,0
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizable.spectra,1,1,0.1410685591399669,0.1412836541421711,600.0,False,2,0
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.2719755151774734,0.2721731571946293,600.0,False,3,0
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.1770595640409737,0.1771765858866274,600.0,False,2,0
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.1647823930252343,0.1649814429692924,600.0,False,2,0
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.1379813959356397,0.1380977148655802,600.0,False,2,0
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.1505943390075117,0.1507101932074874,600.0,False,2,0
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.2475203250069171,0.2477112249471247,600.0,False,3,0
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.1552527451422065,0.155399490147829,600.0,False,2,0
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.1282910679001361,0.1284058738965541,600.0,False,2,0
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.2623410760425031,0.2624905109405517,600.0,False,3,0
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE1.spectra,1,1,0.2645035749301314,0.2646314189769327,600.0,False,3,0
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE2.spectra,1,1,0.1465973088052123,0.1467455748934298,600.0,False,2,0
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE2.spectra,1,1,0.3320563551969826,0.3321683350950479,600.0,False,3,0
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE2.spectra,1,1,0.1642707008868456,0.1643983628600835,600.0,False,2,0
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE2.spectra,1,1,0.2680494219530374,0.2681639408692717,600.0,False,3,0
