Benchmark,Run,Filename,NumRepairs,RepairLimit,TimeToFirst,Runtime,Timeout,TimedOut,NodesExplored,UniqueNodesExplored,UniqueSols,Effectiveness,UniqueEffectiveness,NodesToFirst,DepthToFirst,NumYUnsat,NumYUnsatNoFalse,MinNumVariables
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/ColorSortLTL3_688_ColorSort_fixed_7.spectra,0,-1,-0.001,660.006,600,True,369,368,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/ColorSortLTL3_688_ColorSort_fixed_7.spectra,0,-1,-0.001,600.141,600,True,356,356,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/ColorSortLTL3_688_ColorSort_fixed_7.spectra,0,-1,-0.001,611.343,600,True,274,274,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/ColorSortLTL3_688_ColorSort_fixed_7.spectra,0,-1,-0.001,660.002,600,True,428,427,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,628.472,600,True,190,190,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,263,263,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,660.02,600,True,242,242,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,246,246,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,620.672,600,True,193,193,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,615.69,600,True,190,190,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,660.003,600,True,267,267,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,660.003,600,True,231,231,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,641.821,600,True,194,194,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_1.spectra,0,-1,-0.001,614.129,600,True,160,160,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.003,600,True,358,328,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,256,247,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,190,183,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,279,261,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,263,247,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,291,272,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.003,600,True,281,262,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.003,600,True,288,269,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,610.465,600,True,225,218,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,282,263,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,398,398,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,391,390,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,632.665,600,True,247,247,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,613.933,600,True,247,247,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,381,381,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,387,387,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,391,390,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,266,266,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,402,401,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_788_ColorSort_3.spectra,0,-1,-0.001,660.003,600,True,393,393,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,601.645,600,True,151,151,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.003,600,True,231,231,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,224,223,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,211,211,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.003,600,True,163,163,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,233,232,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,634.266,600,True,146,146,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,228,228,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,201,201,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_1.spectra,0,-1,-0.001,660.002,600,True,169,169,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,639.866,600,True,154,147,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,156,148,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,624.947,600,True,156,149,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,632.288,600,True,156,149,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,651.903,600,True,154,147,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,660.003,600,True,236,228,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,642.023,600,True,154,147,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,625.245,600,True,157,150,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,619.336,600,True,154,147,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_2.spectra,0,-1,-0.001,660.002,600,True,156,148,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,161,161,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,174,174,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,222,222,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,206,206,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.003,600,True,184,184,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,207,207,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.003,600,True,185,185,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,204,204,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.003,600,True,189,189,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/ColorSortLTLTAG_792_ColorSort_3.spectra,0,-1,-0.001,660.002,600,True,206,206,0,0.0,0.0,,,0,0,
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,108,-1,0.575,660.003,600,True,436,346,19,0.24770642201834864,0.05491329479768786,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,127,-1,0.566,660.005,600,True,512,404,20,0.248046875,0.04950495049504951,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,132,-1,0.479,660.005,600,True,531,418,20,0.24858757062146894,0.04784688995215311,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,145,-1,0.575,660.002,600,True,585,459,20,0.24786324786324787,0.04357298474945534,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,111,-1,0.525,660.002,600,True,447,355,19,0.2483221476510067,0.05352112676056338,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,114,-1,0.542,660.002,600,True,459,364,19,0.24836601307189543,0.0521978021978022,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,151,-1,0.442,660.003,600,True,609,477,20,0.24794745484400657,0.041928721174004195,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,164,-1,0.489,660.002,600,True,660,515,20,0.24848484848484848,0.038834951456310676,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,154,-1,0.538,660.002,600,True,619,485,20,0.24878836833602586,0.041237113402061855,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_1.spectra,126,-1,0.532,660.002,600,True,509,402,20,0.2475442043222004,0.04975124378109453,5.0,1.0,0,0,49.0
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,44,-1,1.234,660.002,600,True,180,160,24,0.24444444444444444,0.15,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,76,-1,1.078,660.002,600,True,309,267,35,0.2459546925566343,0.13108614232209737,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,81,-1,1.159,660.002,600,True,326,281,36,0.24846625766871167,0.12811387900355872,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,76,-1,1.129,600.022,600,True,308,267,35,0.24675324675324675,0.13108614232209737,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,84,-1,0.695,660.003,600,True,338,291,37,0.2485207100591716,0.12714776632302405,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,78,-1,1.07,660.002,600,True,316,272,35,0.2468354430379747,0.12867647058823528,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,52,-1,1.175,660.002,600,True,211,184,26,0.24644549763033174,0.14130434782608695,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,78,-1,1.088,660.003,600,True,317,273,35,0.24605678233438485,0.1282051282051282,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,77,-1,1.087,660.002,600,True,313,270,35,0.24600638977635783,0.12962962962962962,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_2.spectra,61,-1,1.233,660.003,600,True,246,216,31,0.24796747967479674,0.14351851851851852,5.0,1.0,0,0,107.0
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,75,-1,0.77,660.003,600,True,303,291,63,0.24752475247524752,0.21649484536082475,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,77,-1,0.762,660.002,600,True,311,299,65,0.24758842443729903,0.21739130434782608,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,78,-1,0.762,660.002,600,True,317,303,65,0.24605678233438485,0.2145214521452145,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,76,-1,0.725,660.002,600,True,306,294,64,0.24836601307189543,0.21768707482993196,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,76,-1,0.805,660.002,600,True,308,296,64,0.24675324675324675,0.21621621621621623,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,76,-1,0.751,660.002,600,True,306,294,64,0.24836601307189543,0.21768707482993196,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,77,-1,0.768,660.002,600,True,311,299,65,0.24758842443729903,0.21739130434782608,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,76,-1,0.8,660.003,600,True,306,294,64,0.24836601307189543,0.21768707482993196,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,43,-1,1.031,660.002,600,True,176,171,38,0.24431818181818182,0.2222222222222222,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/GyroLTLVar2_701_GyroAspect_fixed_3.spectra,76,-1,0.802,660.003,600,True,308,296,64,0.24675324675324675,0.21621621621621623,5.0,1.0,0,0,151.0
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.022,0.022,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.026,0.027,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.023,0.024,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.024,0.024,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.028,0.028,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.023,0.023,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.031,0.031,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.026,0.026,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.023,0.023,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_1.spectra,1,-1,0.027,0.027,600,False,2,2,1,0.5,0.5,2.0,1.0,0,0,6.0
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.869,5.232,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.944,3.901,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.914,5.386,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.85,5.275,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.866,3.621,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.827,5.14,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.848,5.536,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.906,5.196,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.861,3.692,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_2.spectra,320,-1,0.916,5.217,600,False,433,267,154,0.7390300230946882,0.5767790262172284,51.0,4.0,0,0,4.0
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,451,-1,1.942,600.185,600,True,1500,1227,187,0.3006666666666667,0.15240423797881011,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,529,-1,1.838,600.218,600,True,1736,1401,204,0.30472350230414746,0.145610278372591,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,3,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,541,-1,1.816,600.313,600,True,1829,1476,206,0.2957900492072171,0.13956639566395665,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,4,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,528,-1,1.821,600.099,600,True,1725,1390,203,0.3060869565217391,0.1460431654676259,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,5,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,445,-1,1.847,600.042,600,True,1468,1200,186,0.30313351498637603,0.155,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,6,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,437,-1,1.917,600.303,600,True,1429,1165,182,0.30580825752274315,0.15622317596566523,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,7,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,531,-1,1.833,600.509,600,True,1760,1420,206,0.30170454545454545,0.14507042253521127,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,8,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,436,-1,1.899,600.034,600,True,1424,1161,182,0.3061797752808989,0.15676141257536608,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,9,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,461,-1,1.878,600.217,600,True,1542,1259,187,0.29896238651102464,0.14853057982525814,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,10,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_3.spectra,540,-1,1.783,660.062,600,True,1825,1472,206,0.2958904109589041,0.13994565217391305,58.0,4.0,3,3,10.0
SYNTECH15-1UNREAL,1,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_4.spectra,24,-1,0.086,0.305,600,False,33,21,12,0.7272727272727273,0.5714285714285714,3.0,1.0,1,1,11.0
SYNTECH15-1UNREAL,2,inputs/SYNTECH15-1UNREAL/GyroLTLVar3_702_GyroAspect_4.spectra,24,-1,0.079,0.3,600,False,33,21,12,0.7272727272727273,0.5714285714285714,3.0,1.0,1,1,11.0
