Benchmark,Run,Filename,NumRepairs,RepairLimit,TimeToFirst,Runtime,Timeout,TimedOut,NodesExplored
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE4.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE4.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE4.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE4.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE4.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableE5.spectra,1,1,0.009,0.009,10,False,1
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.017,0.017,10,False,1
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS1.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.008,0.008,10,False,1
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.009,0.009,10,False,1
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS2.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS3.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.008,0.008,10,False,1
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.008,0.008,10,False,1
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,1,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,2,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,3,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.009,0.009,10,False,1
addedVarsHumanoid458,4,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,5,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.008,0.008,10,False,1
addedVarsHumanoid458,6,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.006,0.006,10,False,1
addedVarsHumanoid458,7,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,8,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.005,0.005,10,False,1
addedVarsHumanoid458,9,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.007,0.007,10,False,1
addedVarsHumanoid458,10,inputs-scalability/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/Lift.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftE1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftE2.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.01,0.01,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftE3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.013,0.013,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.01,0.01,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.01,0.01,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftE4.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.013,0.013,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.012,0.012,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftE5.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.01,0.01,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftS1.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.01,0.01,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftS2.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftS3.spectra,1,1,0.012,0.012,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.006,0.006,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.018,0.018,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftS4.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,1,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.009,0.009,10,False,1
addedVarsLift,2,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,3,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,4,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,5,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,6,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.007,0.007,10,False,1
addedVarsLift,7,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,8,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.008,0.008,10,False,1
addedVarsLift,9,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.011,0.011,10,False,1
addedVarsLift,10,inputs-scalability/addedVarsLift/LiftS5.spectra,1,1,0.007,0.007,10,False,1
addedVarsRG1,1,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,2,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,3,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,4,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.004,0.004,10,False,1
addedVarsRG1,5,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,6,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.004,0.004,10,False,1
addedVarsRG1,7,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.007,0.007,10,False,1
addedVarsRG1,8,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,9,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,10,inputs-scalability/addedVarsRG1/RG1.spectra,1,1,0.007,0.007,10,False,1
addedVarsRG1,1,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,2,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.004,0.004,10,False,1
addedVarsRG1,3,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,4,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,5,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.008,0.008,10,False,1
addedVarsRG1,6,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,7,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,8,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,9,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,10,inputs-scalability/addedVarsRG1/RG1E1.spectra,1,1,0.016,0.016,10,False,1
addedVarsRG1,1,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,2,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,3,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,4,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,5,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.007,0.007,10,False,1
addedVarsRG1,6,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,7,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,8,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.004,0.004,10,False,1
addedVarsRG1,9,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.007,0.007,10,False,1
addedVarsRG1,10,inputs-scalability/addedVarsRG1/RG1E2.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,1,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,2,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,3,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.007,0.007,10,False,1
addedVarsRG1,4,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,5,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,6,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,7,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.007,0.007,10,False,1
addedVarsRG1,8,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,9,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,10,inputs-scalability/addedVarsRG1/RG1E3.spectra,1,1,0.004,0.004,10,False,1
addedVarsRG1,1,inputs-scalability/addedVarsRG1/RG1E4.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,2,inputs-scalability/addedVarsRG1/RG1E4.spectra,1,1,0.006,0.006,10,False,1
addedVarsRG1,3,inputs-scalability/addedVarsRG1/RG1E4.spectra,1,1,0.005,0.005,10,False,1
addedVarsRG1,4,inputs-scalability/addedVarsRG1/RG1E4.spectra,1,1,0.004,0.004,10,False,1
