Benchmark,Filename,DepthToFirst,DuplicateNodes,Effectiveness,MaxDepth,MinNumVariables,NodesExplored,NodesToFirst,NumFullyNonIOSeparable,NumInterpolantsComputed,NumNonStateSeparable,NumRepairs,NumYUnsat,RefsPerDepth,Runtime,TimeToFirst,TimedOut,TotalTimeCounterstrategy,TotalTimeCounterstrategyComputed,TotalTimeGenerationMethod,UniqueEffectiveness,UniqueNodesExplored,UniqueSols,Runs
AMBA-1,amba02.spectra,1.0,0.1,0.45624527995411207,4.7,1.0,201.9,2.3,0.0,100.7,16.7,73.3,0.0,24.538690476190474,363.51991140619504,0.6222188705840381,0.6,184.0759109501145,187.68744968992252,12.816840149750348,0.45624527995411207,201.9,73.3,10
AMBA-1,amba02_noassumptions.spectra,3.0,0.0,0.06666666666666667,2.4,1.0,7.3,6.0,0.0,5.1,0.0,0.5,0.0,1.646666666666667,2.1260520975287363,2.1330239830446467,0.0,0.9853591962251811,0.9853591962251811,0.29863379208582025,0.06666666666666667,7.3,0.5,10
AMBA-1,amba02_nosafety.spectra,,0.0,0.0,0.7,,8.5,,0.0,6.0,4.2,0.0,0.0,3.15,38.80270557609911,,0.0,31.920709855397945,31.920709855397945,1.2442929231987363,0.0,8.5,0.0,10
AMBA-1,amba02_nosafety0.spectra,2.0,0.0,0.005263157894736842,0.8,4.0,8.5,10.0,0.0,5.6,3.5,0.1,0.0,2.783333333333333,30.811487879200286,46.64357121799912,0.0,23.32483472109925,23.32483472109925,1.2069764276995554,0.005263157894736842,8.5,0.1,10
AMBA-1,amba02_nosafety1.spectra,,0.0,0.0,0.7,,6.6,,0.0,4.4,2.9,0.0,0.0,2.35,14.57089836349951,,0.0,8.271612436500073,8.271612436500073,0.9541683812993142,0.0,6.6,0.0,10
AMBA-1,amba02_nosafety_nofairness.spectra,1.0,0.3,0.48434721079555026,5.7,1.0,177.6,2.2,0.0,87.0,14.2,61.1,0.0,17.363034188034188,318.77581584788857,0.41623157648718917,0.5,251.33626506250584,279.2978285998135,10.013090456032655,0.48434721079555026,177.6,61.1,10
AMBA-1,amba04.spectra,3.0,0.0,0.11166112962748495,5.1,1.0,137.2,16.9,0.0,104.2,7.7,15.6,0.0,19.683333333333334,619.4480730673852,23.962740595385547,1.0,413.8369274553057,441.3460372500849,14.087989630669469,0.11166112962748495,137.2,15.6,10
AMBA-1,amba04_no_safety.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,668.9844983680002,,1.0,0.0,668.9844983680002,0.0,,1.0,0.0,10
AMBA-1,amba04_no_safety_0.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,686.4014447151,,1.0,0.0,686.4014447151,0.0,,1.0,0.0,10
AMBA-1,amba04_noassumptions.spectra,2.0,0.0,0.43036796536796534,2.9,1.0,8.8,5.0,0.0,5.6,0.3,3.2,0.0,2.18,7.133437401489937,4.040614978282247,0.0,1.7464226590294856,1.7464226590294856,0.2721428461169123,0.43036796536796534,8.8,3.2,10
AMBA-1,amba04_nosafety_nofairness.spectra,3.111111111111111,0.0,0.08177440229891068,3.8,1.0,45.8,18.555555555555557,0.0,35.5,1.1,3.7,0.0,8.053333333333333,676.2089272099198,47.73585244479667,1.0,107.84711648407101,653.2680734613765,2.1965000986732757,0.08177440229891068,45.8,3.7,10
AMBA-1,amba08.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.680554809104,,1.0,0.0,659.680554809104,0.0,,1.0,0.0,10
AMBA-1,amba08_no_safety.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,708.2271779373084,,1.0,0.0,708.2271779373084,0.0,,1.0,0.0,10
AMBA-1,amba08_no_safety_0.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,838.7707002193841,,1.0,0.0,838.7707002193841,0.0,,1.0,0.0,10
AMBA-1,amba08_noassumptions.spectra,,0.0,0.0,1.0,,2.0,,0.0,1.0,0.0,0.0,0.0,1.0,660.0222469056171,,1.0,0.06064061369688711,656.4844147448894,0.04832286009041123,0.0,2.0,0.0,10
AMBA-1,amba08_nosafety_nofairness.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.4349253146968,,1.0,0.0,659.4349253146968,0.0,,1.0,0.0,10
AMBA-2,amba_ahb_w_guar_fairness_amba_ahb_1.spectra,7.0,0.0,0.0171875,3.8,1.0,29.5,18.0,0.1,16.9,1.4,1.1,0.0,3.288333333333333,4.896911187507794,4.340256583993323,0.0,0.9758276972919695,0.9758276972919695,1.2482778906822198,0.0171875,29.5,1.1,10
AMBA-2,amba_ahb_w_guar_fairness_amba_ahb_2.spectra,7.142857142857143,0.3,0.032630499286078904,8.4,1.0,166.8,48.0,0.4,59.8,4.0,12.5,0.0,6.274019607843138,108.62670590590278,41.87843971257929,0.0,17.230746218329294,17.230746218329294,8.474803349241846,0.032630499286078904,166.8,12.5,10
AMBA-2,amba_ahb_w_guar_fairness_amba_ahb_3.spectra,4.555555555555555,0.3,0.038445881742337484,5.8,1.0,101.4,30.88888888888889,0.0,52.9,0.3,3.7,0.0,8.471428571428572,577.4436613839905,156.02747502844431,0.9,312.2244645089464,339.88163661981815,6.063852579009834,0.038445881742337484,101.4,3.7,10
AMBA-2,amba_ahb_w_guar_trans_amba_ahb_1.spectra,,0.0,0.0,1.0,,3.0,,0.0,2.0,0.0,0.0,0.0,1.0,0.36145332918677014,,0.0,0.050541490229079424,0.050541490229079424,0.09889225888473437,0.0,3.0,0.0,10
AMBA-2,amba_ahb_w_guar_trans_amba_ahb_2.spectra,,0.0,0.0,1.0,,3.0,,0.0,2.0,0.0,0.0,0.0,1.0,0.4604636430129176,,0.0,0.059825717355124555,0.059825717355124555,0.09603206910833242,0.0,3.0,0.0,10
AMBA-2,amba_ahb_w_guar_trans_amba_ahb_3.spectra,,0.0,0.0,1.0,,3.0,,0.0,2.0,0.0,0.0,0.0,1.0,0.8111680213100044,,0.0,0.0958570966264232,0.0958570966264232,0.09605285288998847,0.0,3.0,0.0,10
AMBA-2,amba_ahb_wo_ass_fairness_amba_ahb_1.spectra,1.0,0.0,0.33027389277389274,1.1,2.0,9.6,5.625,0.0,6.3,4.4,2.6,0.0,3.8,2.7239976574899627,1.9933264098544896,0.0,0.702490078427945,0.702490078427945,0.9933291962777728,0.33027389277389274,9.6,2.6,10
AMBA-2,amba_ahb_wo_ass_fairness_amba_ahb_2.spectra,1.2,0.0,0.7967261904761905,2.5,1.0,18.1,2.8,0.0,5.0,0.4,12.3,0.0,3.829761904761905,21.853016908056453,6.65893428947893,0.0,15.949447723172488,15.949447723172488,0.3090755514131158,0.7967261904761905,18.1,12.3,10
AMBA-2,amba_ahb_wo_ass_fairness_amba_ahb_3.spectra,2.2222222222222223,0.0,0.44589997541875387,3.7,2.0,34.6,8.555555555555555,0.0,18.2,0.0,16.3,0.0,7.455,512.1972866540193,165.67162832012076,0.7,388.63459455777775,408.31135382128707,1.5706803581211708,0.44589997541875387,34.6,16.3,10
SIMPLE,LGS.spectra,1.0,0.0,0.5333333333333333,4.0,2.0,16.0,2.4,0.0,7.0,3.0,8.0,0.0,3.0,1.1953756338043604,0.2426813704980304,0.0,0.08726324741146498,0.08726324741146498,0.6879087714361956,0.5333333333333333,16.0,8.0,10
SIMPLE,Lift.spectra,1.1,0.0,0.9166666666666666,1.1,1.0,2.5,2.2,0.5,1.2,0.0,1.0,0.0,1.0333333333333334,0.24288676169526294,0.23593350520532108,0.0,0.04713073949096722,0.04713073949096722,0.07156264967343298,0.9166666666666666,2.5,1.0,10
SIMPLE,RG.spectra,1.0,0.0,0.8,2.0,1.0,6.0,2.2,0.0,2.0,0.0,4.0,0.0,2.0,0.27216710180218795,0.14645331549108956,0.0,0.03248462228802955,0.03248462228802955,0.09447921940591175,0.8,6.0,4.0,10
SIMPLE,RG1.spectra,1.7,0.6,0.4159063159063159,3.1,1.0,11.0,5.0,0.4,6.1,0.7,4.2,0.0,2.505,0.6900182688987115,0.39710284240718463,0.0,0.10989609397656719,0.10989609397656719,0.25386478266445894,0.4159063159063159,11.0,4.2,10
SIMPLE,RG2.spectra,2.111111111111111,0.0,0.34285714285714286,3.4,1.0,7.8,5.222222222222222,0.0,4.9,0.0,2.4,0.0,1.7899999999999998,0.5534044769243337,0.40914143713016526,0.0,0.08563974862336157,0.08563974862336157,0.2191729085636323,0.34285714285714286,7.8,2.4,10
SYNTECH15-1UNREAL,ColorSortLTL2TAG_789_ColorSort_1.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,58.59942004810182,,0.0,58.377860179001985,58.377860179001985,0.1141968152029221,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL2TAG_789_ColorSort_2.spectra,,0.0,,0.0,,1.0,,0.8,0.8,0.0,0.0,0.0,1.0,501.1397136835998,,0.3,368.9781550943004,562.1877759107007,0.094180648098154,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL2TAG_789_ColorSort_3.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,32.67818268250066,,0.0,32.383140402398205,32.383140402398205,0.07355840569762218,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL2_621_ColorSort_fixed_1.spectra,,0.0,0.0,2.0,,6.0,,0.0,5.0,0.0,0.0,0.0,2.0,659.6199139354006,,1.0,70.65107008980085,658.1672144278998,0.3060398868023183,0.0,6.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL2_794_ColorSort_fixed_1.spectra,,0.0,0.0,2.0,,5.6,,0.0,4.6,0.0,0.0,0.0,1.8666666666666667,659.5500748293001,,1.0,36.004932958301836,654.3094596398016,0.2658010267006828,0.0,5.6,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3TAG_787_ColorSort_1.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,3.190316823500325,,0.0,3.0136747986003685,3.0136747986003685,0.061840811700130824,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3TAG_787_ColorSort_2.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,47.270142626599956,,0.0,47.06280296629957,47.06280296629957,0.06856072919690628,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3TAG_787_ColorSort_3.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.3004216574976453,,0.0,1.1366210736006905,1.1366210736006905,0.05179062600163883,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_621_ColorSort_fixed_1.spectra,,0.0,0.0,4.0,,13.8,,0.0,10.2,0.0,0.0,2.6,2.7600000000000002,659.4980391659028,,1.0,6.0658666434077535,656.7645832994091,0.5797259321008819,0.0,13.8,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_646_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.8451013998006601,,0.0,0.6363253224999426,0.6363253224999426,0.08615451490113624,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_662_ColorSort_fixed_1.spectra,7.0,9.5,0.6088396486115901,17.0,2.0,1214.2,25.4,0.0,425.3,0.0,738.8,40.6,66.92777777777778,136.03989292410205,2.853593139800796,0.0,23.03122157044725,23.03122157044725,46.48208516152607,0.6088396486115901,1214.2,738.8,10
SYNTECH15-1UNREAL,ColorSortLTL3_674_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.885172240799875,,0.0,0.3158846595993964,0.3158846595993964,0.06381291050056456,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_674_ColorSort_fixed_2.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.4986671399993,,1.0,0.0,659.4986671399993,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_675_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.7053961921017,,1.0,0.0,659.7053961921017,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_675_ColorSort_fixed_2.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.8767177702002,,1.0,0.0,659.8767177702002,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_678_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.5870815960983,,1.0,0.0,659.5870815960983,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_678_ColorSort_fixed_2.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.9693606790021,,1.0,0.0,659.9693606790021,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_679_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.5392688009985,,1.0,0.0,659.5392688009985,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_679_ColorSort_fixed_2.spectra,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.5,8.695607069397557,8.535162647095603,0.0,7.862798623401614,7.862798623401614,0.05781060639819767,1.0,3.0,2.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_681_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,660.0016172581975,,1.0,0.0,660.0016172581975,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_681_ColorSort_fixed_2.spectra,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.5,549.9459584844011,549.1931760702024,0.0,547.9526559638001,547.9526559638001,0.2397883164005179,1.0,3.0,2.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_682_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,660.212220453002,,1.0,0.0,660.212220453002,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_682_ColorSort_fixed_2.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.3768040313968,,1.0,0.0,659.3768040313968,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_682_ColorSort_fixed_3.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.1888577777012,,1.0,0.0,659.1888577777012,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_687_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,660.1975717553007,,1.0,0.0,660.1975717553007,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_687_ColorSort_fixed_2.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.2654243236011,,1.0,0.0,659.2654243236011,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_687_ColorSort_fixed_3.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,660.5613459202007,,1.0,0.0,660.5613459202007,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_687_ColorSort_fixed_4.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.1206358373998,,1.0,0.0,659.1206358373998,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_688_ColorSort_fixed_1.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.2837215111998375,,0.0,0.18461860099741895,0.18461860099741895,0.06351125189939916,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_688_ColorSort_fixed_2.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.2831968176994,,1.0,0.0,659.2831968176994,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_688_ColorSort_fixed_3.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.298123360498,,1.0,0.0,659.298123360498,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_688_ColorSort_fixed_4.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.6195091177972,,1.0,0.0,659.6195091177972,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_688_ColorSort_fixed_5.spectra,,0.0,0.0,1.0,,3.0,,0.0,1.0,0.0,0.0,2.0,1.5,263.43833818860037,,0.0,262.22866051580274,262.22866051580274,0.12036894829871012,0.0,3.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_688_ColorSort_fixed_6.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,660.9685231262989,,1.0,0.0,660.9685231262989,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTL3_688_ColorSort_fixed_7.spectra,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,348.79501161190126,348.7828089518007,0.0,347.4706479834,347.4706479834,0.14773237300141767,1.0,2.0,1.0,10
SYNTECH15-1UNREAL,ColorSortLTLTAG_788_ColorSort_1.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,12.617684436202035,,0.0,12.484503017699172,12.484503017699172,0.06130868420041221,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTLTAG_788_ColorSort_2.spectra,,0.0,,0.0,,1.0,,0.9,0.9,0.0,0.0,0.0,1.0,499.41107969500155,,0.2,433.19984553640313,563.4480955112034,0.10071832669964347,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTLTAG_788_ColorSort_3.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,3.942108636397097,,0.0,3.8243669015002526,3.8243669015002526,0.05167175179813053,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTLTAG_792_ColorSort_1.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,20.316483352499564,,0.0,20.143269545699876,20.143269545699876,0.0933320569027273,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTLTAG_792_ColorSort_2.spectra,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,659.2263762111983,,1.0,0.0,659.2263762111983,0.0,,1.0,0.0,10
SYNTECH15-1UNREAL,ColorSortLTLTAG_792_ColorSort_3.spectra,,0.0,,0.0,,1.0,,1.0,1.0,0.0,0.0,0.0,1.0,5.477861850695627,,0.0,5.286998888899689,5.286998888899689,0.07781990489747836,,1.0,0.0,10
SYNTECH15-1UNREAL,GyroLTLVar2_701_GyroAspect_fixed_1.spectra,1.0,1.0,0.13135212691672163,3.5,2.0,463.4,6.1,0.0,344.6,4.2,64.2,53.6,103.535,601.2332773560989,7.189886083200326,1.0,482.63241170895634,484.57349360455373,54.58832203062265,0.13135212691672163,463.4,64.2,10
SYNTECH15-1UNREAL,GyroLTLVar2_701_GyroAspect_fixed_2.spectra,2.0,0.0,0.003125,2.0,2.0,24.4,26.0,0.0,21.3,0.0,0.1,2.9,8.133333333333333,618.7394501814982,496.4324040490028,1.0,604.0031017868944,644.1023410092942,2.8645932880041065,0.003125,24.4,0.1,10
SYNTECH15-1UNREAL,GyroLTLVar2_701_GyroAspect_fixed_3.spectra,,0.0,0.0,1.1,,8.5,,0.0,4.4,0.0,0.0,0.6,4.083333333333334,595.446884639802,,0.9,521.7501904294983,632.3685957399979,1.101776006599539,0.0,8.5,0.0,10
SYNTECH15-1UNREAL,GyroLTLVar3_702_GyroAspect_1.spectra,1.0,0.0,0.5,1.0,2.0,3.0,2.3,0.0,1.0,0.0,1.0,1.0,1.5,0.24100613809932833,0.21162487609981323,0.0,0.024448887899779913,0.024448887899779913,0.05959772250062083,0.5,3.0,1.0,10
SYNTECH15-1UNREAL,GyroLTLVar3_702_GyroAspect_2.spectra,1.0,0.0,0.3333333333333333,1.0,2.0,4.0,3.3,0.0,1.0,0.0,1.0,2.0,2.0,0.30052198720077283,0.275183568301145,0.0,0.0480483942010323,0.0480483942010323,0.05790642479987579,0.3333333333333333,4.0,1.0,10
SYNTECH15-1UNREAL,GyroLTLVar3_702_GyroAspect_3.spectra,2.0,2.0,0.29166961324491447,5.5,2.0,61.2,9.5,0.0,19.8,0.0,17.9,21.5,9.120238095238095,4.3492951820007875,1.3328793202999805,0.0,0.9281606408098005,0.9281606408098005,1.4709051253972567,0.29166961324491447,61.2,17.9,10
SYNTECH15-1UNREAL,GyroLTLVar3_702_GyroAspect_4.spectra,1.2857142857142858,0.0,0.6,1.5,2.0,2.5,2.2857142857142856,0.0,1.5,0.0,0.7,0.3,1.0,0.31621470950049113,0.28307328657060027,0.0,0.10424279509752517,0.10424279509752517,0.09049334299706965,0.6,2.5,0.7,10
SYNTECH15-1UNREAL,GyroLTLVar3_702_GyroAspect_5.spectra,1.0,0.0,0.6699999999999999,1.8,2.0,5.4,2.1,0.0,1.8,0.0,2.8,0.8,1.9,0.4664429997981642,0.2333477316969947,0.0,0.07059038969964594,0.07059038969964594,0.11434042690016204,0.6699999999999999,5.4,2.8,10
SYNTECH15-1UNREAL,GyroLTL_390_GyroAspect_1.spectra,1.0,0.0,1.0,0.4,1.0,1.4,2.0,0.0,1.0,0.6,0.4,0.0,1.0,0.15086490630201294,0.13812865124964444,0.0,0.032184672500443365,0.032184672500443365,0.07216976210329447,1.0,1.4,0.4,10
SYNTECH15-1UNREAL,GyroLTL_390_GyroAspect_2.spectra,1.0,0.0,0.3333333333333333,1.0,1.0,4.0,3.4,0.0,1.0,0.0,1.0,2.0,2.0,0.2451884526002686,0.2237367395995534,0.0,0.027690873501705893,0.027690873501705893,0.05891214759976715,0.3333333333333333,4.0,1.0,10
